Location,AM/PM,Count,Male,Female,<18,19-39,40+,Helmet,On street,In Direction of Traffic,Traffic Laws,In Bike lane,Gender Not reported (0),Age Not reported (0),Helmet not reported (1),On Street not reported (1),In direction of traffic not reported (1),Traffic Laws not reported (1),In Bike Lanes not reported (1)
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,0,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,0,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,0,1,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,,,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,,1,,0,1,1,,a/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,,1,,1,1,1,,a/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,a/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,0,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,0,0,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,0,0,,0,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,AM,Fall 2012,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,0,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,,1,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,9,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,,1,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,0,1,,99,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,0,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,0,0,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,1,0,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,1,0,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,,1,1,1,,1,1,0,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,,1,1,1,,n/a,1,0,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,0,0,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,,1,,1,,,,,,,1,1,1,1,1,1,1
Edgewood & Krog,PM,Fall 2012,,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,0,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,,1,1,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,0,1,1,,n/a,1,1,0,0,0,1,0
Edgewood & Krog,PM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Edgewood & Krog,AM,Spring 2013,1,,,1,,0,1,1,,,1,1,0,0,0,1,1
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,,1,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,,1,,,1,0,1,0,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,,1,,1,,0,1,0,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,0,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,,1,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,,1,,1,,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,,1,,,1,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,,1,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,0,0,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,,1,,1,,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,,1,,1,,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,0,0,0,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,,1,,1,,0,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,,1,,1,,1,1,1,,0,1,1,0,0,0,1,0
Edgewood & Krog,PM,Spring 2013,1,,,1,,0,1,1,,0,1,1,0,0,0,1,0
